member_name,member_start_date,member_end_date,political_party,administrative_region,gender,roles,government_name
κουτσουκος δημητριου γιαννης,2012-06-17,2012-11-06,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
κουτσουκος δημητριου γιαννης,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
κουτσουκος δημητριου γιαννης,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),ηλειας,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
κουτσουμπας αποστολου δημητριος,2015-01-25,2015-08-28,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male,['αρχηγος κομματος:γενικος γραμματεας κομμουνιστικου κομματος ελλαδος(14/04/2013-28/07/2020)'],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
κουτσουμπας αποστολου δημητριος,2015-09-20,2019-06-11,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male,['αρχηγος κομματος:γενικος γραμματεας κομμουνιστικου κομματος ελλαδος(14/04/2013-28/07/2020)'],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
κουτσουμπας αποστολου δημητριος,2019-07-07,2020-07-25,κομμουνιστικο κομμα ελλαδας,β2' δυτικου τομεα αθηνων,male,['αρχηγος κομματος:γενικος γραμματεας κομμουνιστικου κομματος ελλαδος(14/04/2013-28/07/2020)'],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
κουτσουμπας βασιλειου ανδρεας,2007-09-16,2009-09-07,νεα δημοκρατια,βοιωτιας,male,[],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
κουτσουμπας βασιλειου ανδρεας,2012-05-06,2012-05-19,νεα δημοκρατια,βοιωτιας,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
κουτσουμπας βασιλειου ανδρεας,2012-06-17,2014-12-31,νεα δημοκρατια,βοιωτιας,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
κουτσουμπας βασιλειου ανδρεας,2017-02-22,2019-06-11,νεα δημοκρατια,βοιωτιας,male,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
κουτσουμπας βασιλειου ανδρεας,2019-07-07,2020-07-25,νεα δημοκρατια,βοιωτιας,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
κοψαχειλης αθανασιου τιμολεων,2012-05-06,2012-05-19,νεα δημοκρατια,γρεβενων,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
κοψαχειλης αθανασιου τιμολεων,2012-06-17,2014-12-31,νεα δημοκρατια,γρεβενων,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
κοψαχειλης αθανασιου τιμολεων,2015-01-25,2015-08-28,νεα δημοκρατια,γρεβενων,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
κρανιας ηλια δημητριος,2009-08-31,2009-09-07,νεα δημοκρατια,αργολιδος,male,[],['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']
κρατσας γεωργιου αποστολος,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
κρατσας γεωργιου αποστολος,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
κρατσας γεωργιου αποστολος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων,male,['υφυπουργος μεταφορων και επικοινωνιων(04/11/1990-08/08/1991)'],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
κρεμαστινος θωμα δημητριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
κρεμαστινος θωμα δημητριος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
κρεμαστινος θωμα δημητριος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
κρεμαστινος θωμα δημητριος,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
κρεμαστινος θωμα δημητριος,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male,['ε αντιπροεδρος βουλης(10/04/2015-18/07/2019)'],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
κρεμαστινος θωμα δημητριος,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),δωδεκανησου,male,['ε αντιπροεδρος βουλης(10/04/2015-18/07/2019)'],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
κρεσπης αναστασιου νικολαος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,ηλειας,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
κρητικος δημοσθενη νεοκλης,2019-07-07,2020-07-25,νεα δημοκρατια,λακωνιας,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
κρητικος νικολαου παναγιωτης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,['δ αντιπροεδρος βουλης(07/03/1989-21/11/1989)'],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
κρητικος νικολαου παναγιωτης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,"['α αντιπροεδρος βουλης(21/11/1989-22/04/1990)', 'δ αντιπροεδρος βουλης(07/03/1989-21/11/1989)']","['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
κρητικος νικολαου παναγιωτης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,"['α αντιπροεδρος βουλης(21/11/1989-22/04/1990)', 'δ αντιπροεδρος βουλης(22/04/1990-22/10/1993)']","['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
κρητικος νικολαου παναγιωτης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,"['α αντιπροεδρος βουλης(22/10/1993-21/04/2000)', 'δ αντιπροεδρος βουλης(22/04/1990-22/10/1993)']","['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
κρητικος νικολαου παναγιωτης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,['α αντιπροεδρος βουλης(22/10/1993-21/04/2000)'],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
κρητικος νικολαου παναγιωτης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male,['α αντιπροεδρος βουλης(22/10/1993-21/04/2000)'],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
κρικελης θωμα αναστασιος,1989-06-18,1989-10-12,νεα δημοκρατια,γρεβενων,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
κρικελης θωμα αναστασιος,1989-11-05,1990-03-12,νεα δημοκρατια,γρεβενων,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
κρικελης θωμα αναστασιος,1993-10-10,1996-08-24,νεα δημοκρατια,γρεβενων,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
κρικος ιωαννη αθανασιος,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
κρικος ιωαννη αθανασιος,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
κριτσωτακης γεωργιου μιχαηλ,2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
κριτσωτακης γεωργιου μιχαηλ,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
κριτσωτακης γεωργιου μιχαηλ,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
κριτσωτακης γεωργιου μιχαηλ,2015-08-21,2015-08-28,λαικη ενοτητα,ηρακλειου,male,[],"['τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
κριτσωτακης γεωργιου μιχαηλ,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)']"
κροκιδη νικολαου λινα,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,β' αθηνων,female,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
κτενας χρηστου γεωργιος,2002-07-18,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λευκαδας,male,[],['σημιτη κωνσταντινου(13/04/2000-10/03/2004)']
κυρανακης ιωαννη-παναγιωτη κωνσταντινος,2019-07-07,2020-07-25,νεα δημοκρατια,β3' νοτιου τομεα αθηνων,male,[],"['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)', 'μητσοτακη κυριακου(08/07/2019-28/07/2020)']"
κυρατσους γεωργιου μερκουριος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
κυρατσους γεωργιου μερκουριος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κοζανης,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
κυριαζιδης τριανταφυλλου δημητριος,2012-05-06,2012-05-19,νεα δημοκρατια,δραμας,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
κυριαζιδης τριανταφυλλου δημητριος,2012-06-17,2014-12-31,νεα δημοκρατια,δραμας,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
κυριαζιδης τριανταφυλλου δημητριος,2015-01-25,2015-08-28,νεα δημοκρατια,δραμας,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
κυριαζιδης τριανταφυλλου δημητριος,2015-09-20,2019-06-11,νεα δημοκρατια,δραμας,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
κυριαζοπουλος μιλτιαδη στεφανος,1989-06-18,1989-10-12,νεα δημοκρατια,ημαθιας,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
κυριαζοπουλος μιλτιαδη στεφανος,1989-11-05,1990-03-12,νεα δημοκρατια,ημαθιας,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
κυριαζοπουλος μιλτιαδη στεφανος,1990-04-08,1993-09-11,νεα δημοκρατια,ημαθιας,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
κυριαζοπουλος μιλτιαδη στεφανος,1993-10-10,1996-08-24,νεα δημοκρατια,ημαθιας,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
κυριακακης κωνσταντινου βασιλειος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,φθιωτιδας,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
κυριακακης κωνσταντινου βασιλειος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,φθιωτιδας,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
κυριακακης κωνσταντινου βασιλειος,2015-08-21,2015-08-28,λαικη ενοτητα,φθιωτιδας,male,[],"['τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
κυριακακης κωνσταντινου βασιλειος,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,φθιωτιδας,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)']"
κυριακοπουλου ηλια μαρια,2012-02-12,2012-04-11,ανεξαρτητοι (εκτος κομματος),αχαιας,female,[],['παπαδημου λουκα δ.(11/11/2011-17/05/2012)']
κυριακοπουλου ηλια μαρια,2011-01-10,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας,female,[],"['παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
ανδρεουλακος γεωργιου αποστολος,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
ανδρεουλακος γεωργιου αποστολος,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
ανδρεουλακος γεωργιου αποστολος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
ανδρεουλακος γεωργιου αποστολος,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
ανδρεουλακος γεωργιου αποστολος,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
ανδρεουλακος γεωργιου αποστολος,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων,male,[],"['σημιτη κωνσταντινου(25/09/1996-13/04/2000)', 'σημιτη κωνσταντινου(13/04/2000-10/03/2004)']"
ανδρεουλακος γεωργιου αποστολος,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων,male,['υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης(03/10/2004-19/09/2007)'],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
κυριτση λαζαρου αγλαια,2015-08-21,2015-08-28,λαικη ενοτητα,επικρατειας,female,[],"['τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
κυριτση λαζαρου αγλαια,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,female,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)']"
κυριτσης δημητριου γεωργιος,2012-05-06,2012-05-19,δημοκρατικη αριστερα,τρικαλων,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
κυριτσης δημητριου γεωργιος,2012-06-17,2014-12-31,δημοκρατικη αριστερα,τρικαλων,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
κυριτσης μιλτιαδη γεωργιος,2015-07-15,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,[],"['τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
κυριτσης μιλτιαδη γεωργιος,2016-05-25,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male,[],['τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']
κυρκος μιχαηλ λεωνιδας,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
κυρκος μιχαηλ λεωνιδας,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' αθηνων,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
κυρκος μιχαηλ λεωνιδας,1990-04-08,1993-09-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' θεσσαλονικης,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
κωνστανταρας λαμπρου δημητριος,2004-03-07,2007-08-18,νεα δημοκρατια,α' αθηνων,male,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
κωνσταντινεας νικολαου πετρος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,μεσσηνιας,male,[],"['σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)', 'τσιπρα π. αλεξιου(26/01/2015-27/08/2015)', 'θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)']"
κωνσταντινεας νικολαου πετρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,μεσσηνιας,male,[],"['θανου-χριστοφιλου βασιλικης (υπηρεσιακη)(27/08/2015-21/09/2015)', 'τσιπρα π. αλεξιου(21/09/2015-08/07/2019)']"
κωνσταντινιδης αθανασιου πασχαλης,1990-04-08,1993-09-11,νεα δημοκρατια,ροδοπης,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
κωνσταντινιδης αθανασιου πασχαλης,1993-10-10,1996-08-24,νεα δημοκρατια,ροδοπης,male,[],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)', 'σημιτη κωνσταντινου(22/01/1996-25/09/1996)']"
ανδριανοπουλος ιωαννη ανδρεας,1989-06-18,1989-10-12,νεα δημοκρατια,α' πειραιως,male,['υπουργος εμποριου(07/02/1989-10/12/1989)'],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
ανδριανοπουλος ιωαννη ανδρεας,1989-11-05,1990-03-12,νεα δημοκρατια,α' πειραιως,male,['υπουργος εμποριου(07/02/1989-10/12/1989)'],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
ανδριανοπουλος ιωαννη ανδρεας,1990-04-08,1993-09-11,νεα δημοκρατια,α' πειραιως,male,"['υπουργος βιομηχανιας ενεργειας και τεχνολογιας(08/08/1991-08/07/1992)', 'υπουργος εμποριου(08/08/1991-08/07/1992)', 'υπουργος επικρατειας(08/07/1992-05/11/1993)']","['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
ανδριανοπουλος ιωαννη ανδρεας,1993-10-10,1994-11-17,νεα δημοκρατια,α' πειραιως,male,['υπουργος επικρατειας(08/07/1992-05/11/1993)'],"['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)', 'παπανδρεου ανδρεα(13/10/1993-22/01/1996)']"
ανδριανοπουλος ιωαννη ανδρεας,2004-04-16,2007-01-17,ανεξαρτητοι (εκτος κομματος),επικρατειας,male,[],['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']
ανδριανοπουλος ιωαννη ανδρεας,2004-03-07,2004-04-15,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male,[],"['σημιτη κωνσταντινου(13/04/2000-10/03/2004)', 'καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)']"
κωνσταντινιδης γεωργιου ευσταθιος,2007-09-16,2009-09-07,νεα δημοκρατια,φλωρινας,male,[],"['καραμανλη α. κωνσταντινου(10/03/2004-19/09/2007)', 'καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)']"
κωνσταντινιδης γεωργιου ευσταθιος,2009-10-04,2012-04-11,νεα δημοκρατια,φλωρινας,male,[],"['καραμανλη α. κωνσταντινου(19/09/2007-07/10/2009)', 'παπανδρεου α. γεωργιου(06/10/2009-11/11/2011)', 'παπαδημου λουκα δ.(11/11/2011-17/05/2012)']"
κωνσταντινιδης γεωργιου ευσταθιος,2012-05-06,2012-05-19,νεα δημοκρατια,φλωρινας,male,[],"['παπαδημου λουκα δ.(11/11/2011-17/05/2012)', 'πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)']"
κωνσταντινιδης γεωργιου ευσταθιος,2012-06-17,2014-12-31,νεα δημοκρατια,φλωρινας,male,[],"['πικραμμενου παναγιωτη οθ. (υπηρεσιακη)(17/05/2012-21/06/2012)', 'σαμαρα κ. αντωνιου(21/06/2012-26/01/2015)']"
κωνσταντινιδης γεωργιου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,γρεβενων,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
κωνσταντινιδης γεωργιου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,γρεβενων,male,[],"['σημιτη κωνσταντινου(22/01/1996-25/09/1996)', 'σημιτη κωνσταντινου(25/09/1996-13/04/2000)']"
κωνσταντινιδης ευσταθιου κωνσταντινος,1989-06-18,1989-10-12,νεα δημοκρατια,κοζανης,male,[],"['τζαννετακη τζαννη(02/07/1989-12/10/1989)', 'γριβα ιωαννη(12/10/1989-23/11/1989)']"
κωνσταντινιδης ευσταθιου κωνσταντινος,1989-11-05,1990-03-12,νεα δημοκρατια,κοζανης,male,[],"['γριβα ιωαννη(12/10/1989-23/11/1989)', 'ζολωτα ξενοφωντα(23/11/1989-11/04/1990)']"
κωνσταντινιδης ευσταθιου κωνσταντινος,1990-04-08,1993-09-11,νεα δημοκρατια,κοζανης,male,[],"['ζολωτα ξενοφωντα(23/11/1989-11/04/1990)', 'μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)']"
