member_name,member_start_date,member_end_date,political_party,administrative_region,gender
κωνσταντοπουλου ιωαννη μαρια,1997-10-04,2000-03-14,νεα δημοκρατια,επικρατειας,female
κωνσταντοπουλου ν. ζωη,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,female
κωνσταντοπουλου ν. ζωη,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,female
κωνσταντοπουλου ν. ζωη,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων,female
κωστακης θεοδωρου νικολαος,1989-01-01,1989-06-02,νεα δημοκρατια,αιτωλοακαρνανιας,male
κωστοπαναγιωτου κωνσταντινου ηλιας,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,φωκιδας,male
κωστοπαναγιωτου κωνσταντινου ηλιας,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,φωκιδας,male
κωστοπουλος βασιλειου δημητριος,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
κωστοπουλος βασιλειου δημητριος,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
κωστοπουλος βασιλειου δημητριος,1991-07-16,1993-09-11,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
κωστοπουλος βασιλειου δημητριος,1990-04-08,1991-07-15,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
κωστοπουλος βασιλειου δημητριος,1993-10-10,1996-08-24,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
κωστοπουλος βασιλειου δημητριος,1996-09-22,2000-03-14,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
κωστοπουλος δημητριου αποστολος,2004-03-07,2007-08-18,νεα δημοκρατια,αιτωλοακαρνανιας,male
κωστοπουλος νικολαου δημητριος,1989-06-18,1989-10-12,νεα δημοκρατια,αρκαδιας,male
κωστοπουλος νικολαου δημητριος,1989-11-05,1990-03-12,νεα δημοκρατια,αρκαδιας,male
κωστοπουλος νικολαου δημητριος,1993-09-08,1993-09-11,νεα δημοκρατια,αρκαδιας,male
κωστοπουλος νικολαου δημητριος,1993-10-10,1996-08-24,νεα δημοκρατια,αρκαδιας,male
κωστοπουλος νικολαου δημητριος,1996-09-22,2000-03-14,νεα δημοκρατια,αρκαδιας,male
κωστοπουλος νικολαου δημητριος,2000-04-09,2004-02-11,νεα δημοκρατια,αρκαδιας,male
κωτσηρας αναστασιου γεωργιος,2019-07-07,2020-07-25,νεα δημοκρατια,β' δυτικης αττικης,male
ανδριοπουλου ευσταθιου σοφια,2009-05-26,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,female
κωτσιας μαρκου θωμας,2015-08-21,2015-08-28,λαικη ενοτητα,ευρυτανιας,male
κωτσιας μαρκου θωμας,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,ευρυτανιας,male
κωτσος κωνσταντινου γεωργιος,2019-07-07,2020-07-25,νεα δημοκρατια,καρδιτσας,male
λαγος ευαγγελου ιωαννης,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,β' πειραιως,male
λαγος ευαγγελου ιωαννης,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,β' πειραιως,male
λαγος ευαγγελου ιωαννης,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,β' πειραιως,male
λαγος ευαγγελου ιωαννης,2015-09-20,2019-06-11,λαικος συνδεσμος - χρυση αυγη,β' πειραιως,male
λαζαρης ανδρεα αποστολος,1989-11-05,1990-03-12,ανεξαρτητοι (εκτος κομματος),λευκαδας,male
λαζαριδης αλεξανδρου χρυσανθος,2012-05-06,2012-05-19,νεα δημοκρατια,επικρατειας,male
λαζαριδης αλεξανδρου χρυσανθος,2012-06-17,2014-12-31,νεα δημοκρατια,επικρατειας,male
λαζαριδης βασιλειου μακαριος,2019-07-07,2020-07-25,νεα δημοκρατια,καβαλας,male
λαζαριδης ιωαννη γεωργιος,2019-03-27,2019-06-11,νεα δημοκρατια,β' θεσσαλονικης,male
λαζαριδης ιωαννη γεωργιος,2018-06-26,2019-03-26,ανεξαρτητοι (εκτος κομματος),β' θεσσαλονικης,male
λαζαριδης ιωαννη γεωργιος,2015-09-20,2018-06-25,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,β' θεσσαλονικης,male
λαιου ευαγγελου αγγελικη,2000-04-09,2002-07-16,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female
λαλιωτης γεωργιου κωνσταντινος,1992-02-22,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
λαλιωτης γεωργιου κωνσταντινος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
λαλιωτης γεωργιου κωνσταντινος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
λαλιωτης γεωργιου κωνσταντινος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
λαλος ιωαννη κανελλος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
λαλος ιωαννη κανελλος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
ανδρουλακης γρηγοριου δημητριος (μιμης),1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' πειραιως,male
ανδρουλακης γρηγοριου δημητριος (μιμης),1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' πειραιως,male
ανδρουλακης γρηγοριου δημητριος (μιμης),1993-07-29,1993-09-11,ανεξαρτητοι (εκτος κομματος),α' πειραιως,male
ανδρουλακης γρηγοριου δημητριος (μιμης),1990-04-08,1993-07-28,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' πειραιως,male
ανδρουλακης γρηγοριου δημητριος (μιμης),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
ανδρουλακης γρηγοριου δημητριος (μιμης),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
ανδρουλακης γρηγοριου δημητριος (μιμης),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
ανδρουλακης γρηγοριου δημητριος (μιμης),2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
ανδρουλακης γρηγοριου δημητριος (μιμης),2013-11-06,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,β' αθηνων,male
ανδρουλακης γρηγοριου δημητριος (μιμης),2012-11-08,2013-11-05,ανεξαρτητοι (εκτος κομματος),β' αθηνων,male
ανδρουλακης γρηγοριου δημητριος (μιμης),2012-06-17,2012-11-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
λαμπαδαρης κωνσταντινου νικολαος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ξανθης,male
λαμπαδαρης κωνσταντινου νικολαος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ξανθης,male
λαμπιρης ευαγγελου ηλιας,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,ρεθυμνης,male
λαμπρακη ανδρεα ειρηνη,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female
λαμπροπουλος δημητριου ιωαννης,1989-06-18,1989-10-12,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,1989-11-05,1990-03-12,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,1990-04-08,1993-09-11,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,1993-10-10,1996-08-24,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,1996-09-22,2000-03-14,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,2000-04-09,2004-02-11,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,2004-03-07,2007-08-18,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,2007-09-16,2009-09-07,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,2009-10-04,2012-04-11,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,2012-05-06,2012-05-19,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,2012-06-17,2014-12-31,νεα δημοκρατια,μεσσηνιας,male
λαμπροπουλος δημητριου ιωαννης,2019-07-07,2020-07-25,νεα δημοκρατια,μεσσηνιας,male
