member_name,role,role_start_date,role_end_date,gender
θεοδωρος δαμιανος,υφυπουργος βιομηχανιας ενεργειας και τεχνολογιας,03/12/1992,13/10/1993,male
θεοδωρος δριτσας,αναπληρωτης υπουργος οικονομιας υποδομων ναυτιλιας και τουρισμου,27/01/2015,27/08/2015,male
θεοδωρος δριτσας,υπουργος ναυτιλιας και νησιωτικης πολιτικης,23/09/2015,05/11/2016,male
θεοδωρος καραογλου,υπουργος μακεδονιας-θρακης,21/06/2012,10/06/2014,male
θεοδωρος καραογλου,υφυπουργος εσωτερικων,09/07/2019,27/07/2020,male
θεοδωρος κασσιμης,υφυπουργος εθνικης οικονομιας,03/12/1992,13/10/1993,male
θεοδωρος κασσιμης,υφυπουργος εξωτερικων,15/02/2006,19/09/2007,male
θεοδωρος κασσιμης,υφυπουργος εξωτερικων,19/09/2007,07/10/2009,male
θεοδωρος κατριβανος,υπουργος εσωτερικων,23/11/1989,11/04/1990,male
θεοδωρος κολιοπανος,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,25/09/1996,13/04/2000,male
θεοδωρος κοτσωνης,υφυπουργος υγειας και προνοιας,22/01/1996,25/09/1996,male
θεοδωρος κοτσωνης,υφυπουργος υγειας και προνοιας,25/09/1996,13/04/2000,male
θεοδωρος κοτσωνης,υφυπουργος εθνικης αμυνας,07/07/2003,10/03/2004,male
θεοδωρος λιβανιος,υφυπουργος εσωτερικων,09/07/2019,27/07/2020,male
θεοδωρος ντεγιαννης,υπουργος εθνικης αμυνας,12/10/1989,23/11/1989,male
θεοδωρος ντεγιαννης,υπουργος εθνικης αμυνας,13/02/1990,11/04/1990,male
θεοδωρος παγκαλος,αναπληρωτης υπουργος εξωτερικων,13/10/1993,08/07/1994,male
θεοδωρος παγκαλος,υπουργος μεταφορων και επικοινωνιων,08/07/1994,15/09/1994,male
θεοδωρος παγκαλος,υπουργος εξωτερικων,22/01/1996,25/09/1996,male
θεοδωρος παγκαλος,υπουργος εξωτερικων,25/09/1996,19/02/1999,male
θεοδωρος παγκαλος,υπουργος πολιτισμου,13/04/2000,20/11/2000,male
θεοδωρος παγκαλος,αντιπροεδρος της κυβερνησης,07/10/2009,11/11/2011,male
θεοδωρος παγκαλος,αντιπροεδρος της κυβερνησης,11/11/2011,17/05/2012,male
θεοδωρος παπαθεοδωρου,υφυπουργος παιδειας θρησκευματων πολιτισμου και αθλητισμου,21/06/2012,25/06/2013,male
θεοδωρος ρουσοπουλος,υπουργος επικρατειας,10/03/2004,19/09/2007,male
θεοδωρος ρουσοπουλος,υπουργος επικρατειας,19/09/2007,24/10/2008,male
θεοδωρος σκυλακακης,υφυπουργος οικονομικων,09/07/2019,27/07/2020,male
θεοδωρος σταθης,υπουργος γεωργιας,15/09/1995,22/01/1996,male
θεοφιλος λεονταριδης,αναπληρωτης υπουργος αγροτικης αναπτυξης και τροφιμων,31/03/2014,10/06/2014,male
θεοφιλος λεονταριδης,αναπληρωτης υπουργος εσωτερικων,10/06/2014,27/01/2015,male
θεοχαρης θεοχαρης,υπουργος τουρισμου,09/07/2019,27/07/2020,male
θεοχαρης παπαμαργαρης,υπουργος εργασιας,07/07/1989,12/10/1989,male
θωμας κουρτης,υφυπουργος εθνικης παιδειας και θρησκευματων,03/12/1992,13/10/1993,male
ιωαννης αμανατιδης,υφυπουργος εξωτερικων,18/07/2015,27/08/2015,male
ιωαννης αμανατιδης,υφυπουργος εξωτερικων,23/09/2015,29/08/2018,male
ιωαννης ανδριανος,υφυπουργος πολιτισμου και αθλητισμου,25/06/2013,27/01/2015,male
ιωαννης ανθοπουλος,υφυπουργος εθνικης παιδειας και θρησκευματων,13/10/1993,08/07/1994,male
ιωαννης ανθοπουλος,υφυπουργος εθνικης οικονομιας,08/07/1994,22/01/1996,male
ιωαννης ανθοπουλος,υφυπουργος εθνικης παιδειας και θρησκευματων,25/09/1996,13/04/2000,male
ιωαννης βαληνακης,υφυπουργος εξωτερικων,10/03/2004,19/09/2007,male
ιωαννης βαληνακης,υφυπουργος εξωτερικων,19/09/2007,07/10/2009,male
ιωαννης βαρβιτσιωτης,υπουργος εθνικης αμυνας,02/07/1989,12/10/1989,male
ιωαννης βαρβιτσιωτης,υπουργος εμποριου,23/11/1989,13/02/1990,male
ιωαννης βαρβιτσιωτης,υπουργος εθνικης αμυνας,11/04/1990,13/10/1993,male
ιωαννης βαρβιτσιωτης,υπουργος δικαιοσυνης,07/08/1992,03/12/1992,male
ιωαννης βασιλειαδης,αναπληρωτης υπουργος εθνικης αμυνας,02/07/1989,12/10/1989,male
ιωαννης βασιλειαδης,υπουργος δημοσιας ταξης,11/04/1990,08/08/1991,male
ιωαννης βρουτσης,υπουργος εργασιας κοινωνικης ασφαλισης και προνοιας,21/06/2012,27/01/2015,male
ιωαννης βρουτσης,υπουργος εργασιας και κοινωνικων υποθεσεων,09/07/2019,27/07/2020,male
ιωαννης γεωργακης,υπουργος εσωτερικων,14/09/1993,13/10/1993,male
ιωαννης γιαγκος,υπουργος εθνικης αμυνας,28/08/2015,21/09/2015,male
ιωαννης γκολιας,υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,28/08/2015,21/09/2015,male
ιωαννης γριβας,πρωθυπουργος,12/10/1989,23/11/1989,male
ιωαννης δεληγιαννης,υπουργος μακεδονιας-θρακης,12/10/1989,23/11/1989,male
ιωαννης δεληγιαννης,υπουργος μακεδονιας-θρακης,23/11/1989,11/04/1990,male
ιωαννης διαμαντιδης,υπουργος θαλασσιων υποθεσεων νησων και αλιειας,30/09/2010,27/06/2011,male
ιωαννης δραγασακης,αναπληρωτης υπουργος εθνικης οικονομιας,23/11/1989,13/02/1990,male
ιωαννης δραγασακης,αντιπροεδρος της κυβερνησης,27/01/2015,27/08/2015,male
ιωαννης δραγασακης,αντιπροεδρος της κυβερνησης,23/09/2015,09/07/2019,male
ιωαννης δραγασακης,υπουργος οικονομιας και αναπτυξης,28/02/2018,09/07/2019,male
ιωαννης δριβελεγκας,υφυπουργος αγροτικης αναπτυξης και τροφιμων,17/06/2011,11/11/2011,male
ιωαννης δριβελεγκας,υφυπουργος αγροτικης αναπτυξης και τροφιμων,11/11/2011,17/05/2012,male
ιωαννης ζαφειροπουλος,υφυπουργος αναπτυξης,23/06/1999,13/04/2000,male
ιωαννης ζαφειροπουλος,υφυπουργος εξωτερικων,24/10/2001,23/01/2002,male
ιωαννης ζαφειροπουλος,υφυπουργος εθνικης οικονομιας,13/04/2000,24/10/2001,male
ιωαννης ιωαννιδης,υφυπουργος πολιτισμου,19/09/2007,07/10/2009,male
ιωαννης ιωαννιδης,υφυπουργος παιδειας θρησκευματων πολιτισμου και αθλητισμου,21/06/2012,25/06/2013,male
ιωαννης κεφαλογιαννης,υπουργος δημοσιας ταξης,02/07/1989,12/10/1989,male
ιωαννης κεφαλογιαννης,αναπληρωτης υπουργος μεταφορων και επικοινωνιων,23/11/1989,13/02/1990,male
ιωαννης κεφαλογιαννης,υπουργος τουρισμου,24/05/1990,04/09/1991,male
ιωαννης κεφαλογιαννης,υπουργος εσωτερικων,03/12/1992,14/09/1993,male
ιωαννης κεφαλογιαννης,υπουργος επικρατειας,11/04/1991,08/08/1991,male
ιωαννης κεφαλογιαννης,υπουργος χωρις χαρτοφυλακιο,24/05/1990,10/04/1991,male
ιωαννης κεφαλογιαννης,υφυπουργος υποδομων και μεταφορων,09/07/2019,27/07/2020,male
ιωαννης κουκιαδης,υπουργος εργασιας,12/10/1989,23/11/1989,male
ιωαννης κουκιαδης,υπουργος εργασιας,13/02/1990,11/04/1990,male
ιωαννης κουρακης,υφυπουργος πολιτισμου,24/10/2001,30/08/2002,male
ιωαννης κουτσουκος,υφυπουργος αγροτικης αναπτυξης και τροφιμων,07/09/2010,17/06/2011,male
ιωαννης κουτσουκος,υφυπουργος εργασιας και κοινωνικης ασφαλισης,17/06/2011,11/11/2011,male
ιωαννης κουτσουκος,υφυπουργος εργασιας και κοινωνικης ασφαλισης,11/11/2011,14/02/2012,male
ιωαννης λαμπροπουλος,υφυπουργος εθνικης αμυνας,10/03/2004,19/09/2007,male
ιωαννης λαμπροπουλος,υφυπουργος εθνικης αμυνας,10/06/2014,27/01/2015,male
ιωαννης λιαπης,υπουργος γεωργιας,12/10/1989,23/11/1989,male
ιωαννης λιαπης,υπουργος γεωργιας,13/02/1990,11/04/1990,male
ιωαννης μαγκριωτης,υπουργος μακεδονιας-θρακης,30/10/1998,13/04/2000,male
ιωαννης μαγκριωτης,υφυπουργος εξωτερικων,24/10/2001,10/03/2004,male
ιωαννης μαγκριωτης,υφυπουργος υποδομων μεταφορων και δικτυων,07/10/2009,11/11/2011,male
ιωαννης μαγκριωτης,υφυπουργος υποδομων μεταφορων και δικτυων,11/11/2011,17/05/2012,male
ιωαννης μανιατης,υφυπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,07/10/2009,11/11/2011,male
ιωαννης μανιατης,υφυπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,11/11/2011,17/05/2012,male
ιωαννης μανιατης,υπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,25/06/2013,27/01/2015,male
ιωαννης μιχελακης,υπουργος εσωτερικων,25/06/2013,10/06/2014,male
ιωαννης μουζαλας,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,28/08/2015,21/09/2015,male
ιωαννης μουζαλας,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,male
ιωαννης μουζαλας,υπουργος μεταναστευτικης πολιτικης,05/11/2016,28/02/2018,male
ιωαννης μουρμουρας,υφυπουργος οικονομικων,11/11/2011,17/05/2012,male
ιωαννης μπαλαφας,υφυπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,male
ιωαννης μπαλαφας,υφυπουργος μεταναστευτικης πολιτικης,05/11/2016,29/08/2018,male
ιωαννης μπουγας,υφυπουργος αναπτυξης,08/01/2009,07/10/2009,male
ιωαννης παλαιοκρασσας,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,07/08/1992,03/12/1992,male
ιωαννης παλαιοκρασσας,υπουργος εμποριου,07/08/1992,03/12/1992,male
ιωαννης παλαιοκρασσας,υπουργος οικονομικων,11/04/1990,07/08/1992,male
ιωαννης παναρετος,υφυπουργος παιδειας δια βιου μαθησης και θρησκευματων,07/10/2009,17/06/2011,male
ιωαννης πανουσης,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,27/01/2015,27/08/2015,male
ιωαννης παπαθανασιου,υφυπουργος αναπτυξης,10/03/2004,19/09/2007,male
ιωαννης παπαθανασιου,υπουργος οικονομιας και οικονομικων,08/01/2009,07/10/2009,male
ιωαννης παπαθανασιου,υφυπουργος οικονομιας και οικονομικων,19/09/2007,07/01/2009,male
ιωαννης πλακιωτακης,υφυπουργος εθνικης αμυνας,19/09/2007,07/10/2009,male
ιωαννης πλακιωτακης,υφυπουργος εργασιας κοινωνικης ασφαλισης και προνοιας,10/06/2014,27/01/2015,male
ιωαννης πλακιωτακης,υπουργος ναυτιλιας και νησιωτικης πολιτικης,09/07/2019,27/07/2020,male
ιωαννης ποττακης,αναπληρωτης υπουργος εξωτερικων,23/11/1989,13/02/1990,male
ιωαννης ποττακης,υπουργος δικαιοσυνης,15/09/1995,22/01/1996,male
ιωαννης ποττακης,υπουργος προεδριας της κυβερνησης,28/12/1994,15/09/1995,male
ιωαννης ραγκουσης,υπουργος εσωτερικων αποκεντρωσης και ηλεκτρονικης διακυβερνησης,07/10/2009,27/06/2011,male
ιωαννης ραγκουσης,υπουργος υποδομων μεταφορων και δικτυων,17/06/2011,11/11/2011,male
ιωαννης ραγκουσης,αναπληρωτης υπουργος εθνικης αμυνας,11/11/2011,17/05/2012,male
ιωαννης σκουλαρικης,υπουργος εργασιας,08/07/1994,15/09/1995,male
ιωαννης σουλαδακης,αναπληρωτης υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,13/10/1993,08/07/1994,male
ιωαννης σταθοπουλος,υφυπουργος εθνικης αμυνας,08/08/1991,13/10/1993,male
ιωαννης στουρναρας,υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,17/05/2012,21/06/2012,male
ιωαννης στουρναρας,υπουργος οικονομικων,05/07/2012,10/06/2014,male
ιωαννης τζουνης,υφυπουργος εξωτερικων,14/04/1992,07/08/1992,male
ιωαννης τσακιρης,υφυπουργος αναπτυξης και επενδυσεων,09/07/2019,27/07/2020,male
ιωαννης τσακλιδης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,08/07/1994,22/01/1996,male
ιωαννης τσακλιδης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,24/10/2001,10/03/2004,male
ιωαννης τσιρωνης,αναπληρωτης υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,27/01/2015,27/08/2015,male
ιωαννης τσιρωνης,αναπληρωτης υπουργος αγροτικης αναπτυξης και τροφιμων,05/11/2016,29/08/2018,male
ιωαννης τσιρωνης,αναπληρωτης υπουργος περιβαλλοντος και ενεργειας,23/09/2015,05/11/2016,male
ιωαννης χαραλαμπους,υπουργος μεταφορων και επικοινωνιων,13/10/1993,08/07/1994,male
ιωαννης χαραλαμπους,υφυπουργος αναπτυξης,19/02/1999,13/04/2000,male
ιωσηφ βαλυρακης,υπουργος δημοσιας ταξης,04/04/1995,22/01/1996,male
ιωσηφ βαλυρακης,υφυπουργος δημοσιας ταξης,08/07/1994,04/04/1995,male
καλλιοπη μπουρδαρα (κελλυ),υφυπουργος εθνικης παιδειας και θρησκευματων,11/04/1990,08/08/1991,female
καλλιοπη μπουρδαρα (κελλυ),υφυπουργος πολιτισμου,03/12/1992,13/10/1993,female
καρολος παπουλιας,αναπληρωτης υπουργος εθνικης αμυνας,23/11/1989,13/02/1990,male
καρολος παπουλιας,υπουργος εξωτερικων,13/10/1993,22/01/1996,male
κιμωνας κουλουρης,υφυπουργος εσωτερικων,08/07/1994,15/09/1995,male
κιμωνας κουλουρης,αναπληρωτης υπουργος μεταφορων και επικοινωνιων,15/09/1995,22/01/1996,male
κιμωνας κουλουρης,υφυπουργος αναπτυξης,07/07/2003,10/03/2004,male
κοσμας σφυριου,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,15/09/1995,22/01/1996,male
κοσμας σφυριου,υπουργος εμπορικης ναυτιλιας,22/01/1996,25/09/1996,male
κυριακος βιρβιδακης,υφυπουργος αναπτυξης ανταγωνιστικοτητας υποδομων μεταφορων και δικτυων,16/02/2013,25/06/2013,male
κυριακος γεροντοπουλος,υφυπουργος εξωτερικων,25/06/2013,27/01/2015,male
κυριακος μητσοτακης,υπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,25/06/2013,27/01/2015,male
κυριακος μητσοτακης,πρωθυπουργος,08/07/2019,27/07/2020,male
κυριακος πιερρακακης,υπουργος επικρατειας,09/07/2019,27/07/2020,male
κωνσταντινα μπιρμπιλη,υπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,07/10/2009,17/06/2011,female
κωνσταντινος αρβανιτοπουλος,αναπληρωτης υπουργος παιδειας δια βιου μαθησης και θρησκευματων,11/11/2011,17/05/2012,male
κωνσταντινος αρβανιτοπουλος,υπουργος παιδειας και θρησκευματων,25/06/2013,10/06/2014,male
κωνσταντινος αρβανιτοπουλος,υπουργος παιδειας θρησκευματων πολιτισμου και αθλητισμου,21/06/2012,25/06/2013,male
κωνσταντινος βλασης,υφυπουργος εξωτερικων,09/12/2019,27/07/2020,male
κωνσταντινος βρεττος,υφυπουργος βιομηχανιας ενεργειας και τεχνολογιας,15/09/1995,22/01/1996,male
κωνσταντινος βρεττος,υφυπουργος γεωργιας,30/10/1998,13/04/2000,male
κωνσταντινος γαβρογλου,υπουργος παιδειας ερευνας και θρησκευματων,05/11/2016,09/07/2019,male
κωνσταντινος γειτονας,υφυπουργος δημοσιας ταξης,13/10/1993,08/07/1994,male
κωνσταντινος γειτονας,αναπληρωτης υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,08/07/1994,22/01/1996,male
κωνσταντινος γειτονας,υπουργος δημοσιας ταξης,22/01/1996,30/08/1996,male
κωνσταντινος γειτονας,υπουργος υγειας και προνοιας,25/09/1996,30/10/1998,male
κωνσταντινος γειτονας,υπουργος επικρατειας,30/10/1998,13/04/2000,male
κωνσταντινος γιατρακος,υφυπουργος οικονομικων,08/08/1991,13/10/1993,male
κωνσταντινος γκιουλεκας,υφυπουργος εσωτερικων,29/01/2009,11/09/2009,male
κωνσταντινος γκιουλεκας,υφυπουργος παιδειας και θρησκευματων,25/06/2013,10/06/2014,male
κωνσταντινος δεσποτοπουλος,υπουργος εθνικης παιδειας και θρησκευματων,12/10/1989,23/11/1989,male
κωνσταντινος δεσποτοπουλος,υπουργος εθνικης παιδειας και θρησκευματων,13/02/1990,11/04/1990,male
κωνσταντινος δουσης,υφυπουργος εθνικης οικονομιας,17/02/1992,13/10/1993,male
κωνσταντινος ζουραρης,υφυπουργος παιδειας ερευνας και θρησκευματων,05/11/2016,29/01/2018,male
κωνσταντινος καισερλης,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,13/04/2000,24/10/2001,male
κωνσταντινος καραγκουνης,υφυπουργος δικαιοσυνης διαφανειας και ανθρωπινων δικαιωματων,21/06/2012,25/06/2013,male
κωνσταντινος καραμανλης,υπουργος πολιτισμου,10/03/2004,15/02/2006,male
κωνσταντινος καραμανλης,πρωθυπουργος,10/03/2004,19/09/2007,male
κωνσταντινος καραμανλης,πρωθυπουργος,19/09/2007,06/10/2009,male
κωνσταντινος καραμανλης,υπουργος υποδομων και μεταφορων,09/07/2019,27/07/2020,male
κωνσταντινος κιλτιδης,υφυπουργος αγροτικης αναπτυξης και τροφιμων,19/09/2007,07/10/2009,male
κωνσταντινος κουκοδημος,υφυπουργος παιδειας και θρησκευματων,10/06/2014,02/09/2014,male
κωνσταντινος λαλιωτης,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,13/10/1993,22/01/1996,male
κωνσταντινος λαλιωτης,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,22/01/1996,25/09/1996,male
κωνσταντινος λαλιωτης,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,25/09/1996,13/04/2000,male
κωνσταντινος λαλιωτης,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,13/04/2000,24/10/2001,male
κωνσταντινος λιασκας,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,12/10/1989,23/11/1989,male
κωνσταντινος λιασκας,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,23/11/1989,11/04/1990,male
κωνσταντινος μαρκοπουλος,υπουργος τουριστικης αναπτυξης,08/01/2009,07/10/2009,male
κωνσταντινος μητσοτακης,υπουργος εξωτερικων,14/04/1992,07/08/1992,male
κωνσταντινος μητσοτακης,υπουργος εμπορικης ναυτιλιας,11/04/1990,01/10/1990,male
κωνσταντινος μητσοτακης,υπουργος εθνικης οικονομιας,01/10/1990,08/08/1991,male
κωνσταντινος μητσοτακης,υπουργος αιγαιου,08/08/1991,13/10/1993,male
κωνσταντινος μητσοτακης,πρωθυπουργος,11/04/1990,13/10/1993,male
κωνσταντινος μουσουρουλης,υπουργος ναυτιλιας,21/06/2012,25/06/2013,male
κωνσταντινος μουσουρουλης,αναπληρωτης υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,28/08/2015,21/09/2015,male
κωνσταντινος μπαρκας,υφυπουργος εργασιας κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,15/02/2019,09/07/2019,male
κωνσταντινος μπεης,υπουργος δημοσιας ταξης,30/08/1996,25/09/1996,male
κωνσταντινος ροβλιας,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,27/06/2011,11/11/2011,male
κωνσταντινος ροβλιας,υφυπουργος εσωτερικων αποκεντρωσης και ηλεκτρονικης διακυβερνησης,07/10/2009,11/01/2010,male
κωνσταντινος ροβλιας,υφυπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/09/2010,27/06/2011,male
κωνσταντινος ροβλιας,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,11/11/2011,17/05/2012,male
κωνσταντινος σαψαλης,υφυπουργος δημοσιας ταξης,03/12/1992,13/10/1993,male
κωνσταντινος σημαιοφοριδης,υφυπουργος στον πρωθυπουργο,03/12/1992,13/10/1993,male
κωνσταντινος σημιτης,υπουργος εθνικης παιδειας και θρησκευματων,23/11/1989,13/02/1990,male
κωνσταντινος σημιτης,υπουργος εμποριου,13/10/1993,15/09/1995,male
κωνσταντινος σημιτης,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,13/10/1993,15/09/1995,male
κωνσταντινος σημιτης,πρωθυπουργος,22/01/1996,25/09/1996,male
κωνσταντινος σημιτης,πρωθυπουργος,25/09/1996,13/04/2000,male
κωνσταντινος σημιτης,πρωθυπουργος,13/04/2000,10/03/2004,male
κωνσταντινος σκανδαλιδης,υπουργος εσωτερικων,08/07/1994,15/09/1995,male
κωνσταντινος σκανδαλιδης,υπουργος αιγαιου,13/10/1993,08/07/1994,male
κωνσταντινος σκανδαλιδης,υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,24/10/2001,13/02/2004,male
κωνσταντινος σκανδαλιδης,υπουργος αγροτικης αναπτυξης και τροφιμων,07/09/2010,11/11/2011,male
κωνσταντινος σκανδαλιδης,υπουργος αγροτικης αναπτυξης και τροφιμων,11/11/2011,17/05/2012,male
κωνσταντινος σκρεκας,υπουργος αναπτυξης και ανταγωνιστικοτητας,03/11/2014,27/01/2015,male
κωνσταντινος σκρεκας,υφυπουργος αγροτικης αναπτυξης και τροφιμων,09/07/2019,27/07/2020,male
κωνσταντινος σπηλιοπουλος,υφυπουργος εθνικης αμυνας,17/06/2011,11/11/2011,male
κωνσταντινος σπηλιοπουλος,υφυπουργος εθνικης αμυνας,11/11/2011,17/05/2012,male
κωνσταντινος σταματης,υπουργος δικαιοσυνης,12/10/1989,23/11/1989,male
κωνσταντινος σταματης,υπουργος δικαιοσυνης,23/11/1989,11/04/1990,male
κωνσταντινος στεφανης,υπουργος υγειας και προνοιας,13/06/2002,10/03/2004,male
κωνσταντινος στρατης,υφυπουργος πολιτισμου και αθλητισμου,28/02/2018,09/07/2019,male
κωνσταντινος τασουλας,υφυπουργος εθνικης αμυνας,19/09/2007,07/10/2009,male
κωνσταντινος τασουλας,υπουργος πολιτισμου και αθλητισμου,10/06/2014,27/01/2015,male
κωνσταντινος τζαβαρας,αναπληρωτης υπουργος παιδειας θρησκευματων πολιτισμου και αθλητισμου,21/06/2012,25/06/2013,male
κωνσταντινος τριαριδης,υπουργος μακεδονιας-θρακης,13/10/1993,22/01/1996,male
κωνσταντινος τσιαρας,υφυπουργος εξωτερικων,05/07/2012,25/06/2013,male
κωνσταντινος τσιαρας,υπουργος δικαιοσυνης,09/07/2019,27/07/2020,male
κωνσταντινος φραγκογιαννης,υφυπουργος εξωτερικων,09/07/2019,27/07/2020,male
κωνσταντινος φωτακης,αναπληρωτης υπουργος πολιτισμου παιδειας και θρησκευματων,21/03/2015,27/08/2015,male
κωνσταντινος φωτακης,αναπληρωτης υπουργος παιδειας ερευνας και θρησκευματων,23/09/2015,09/07/2019,male
κωνσταντινος χατζηδακης,υπουργος μεταφορων και επικοινωνιων,19/09/2007,07/01/2009,male
κωνσταντινος χατζηδακης,υπουργος αναπτυξης,08/01/2009,07/10/2009,male
κωνσταντινος χατζηδακης,υπουργος αναπτυξης ανταγωνιστικοτητας υποδομων μεταφορων και δικτυων,21/06/2012,25/06/2013,male
κωνσταντινος χατζηδακης,υπουργος αναπτυξης και ανταγωνιστικοτητας,25/06/2013,10/06/2014,male
κωνσταντινος χατζηδακης,υπουργος περιβαλλοντος και ενεργειας,09/07/2019,27/07/2020,male
κωνσταντινος-ηρακλης ησυχος,αναπληρωτης υπουργος εθνικης αμυνας,27/01/2015,18/07/2015,male
λαζαρος λωτιδης,υφυπουργος εθνικης αμυνας,24/10/2001,10/03/2004,male
λαμπρος κανελλοπουλος,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,22/01/1996,25/09/1996,male
λαμπρος παπαδημας,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,22/01/1996,25/09/1996,male
λαμπρος παπαδημας,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,25/09/1996,30/10/1998,male
λαμπρος παπαδημας,υπουργος υγειας και προνοιας,30/10/1998,13/04/2000,male
λαμπρος παπαδημας,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,24/10/2001,10/03/2004,male
λεωνιδας γρηγορακος,αναπληρωτης υπουργος υγειας,10/06/2014,27/01/2015,male
λεωνιδας γρηγορακος,αναπληρωτης υπουργος εσωτερικων,25/06/2013,10/06/2014,male
λεωνιδας τζανης,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,19/02/1999,13/04/2000,male
λεωνιδας τζανης,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,13/04/2000,24/10/2001,male
λουκας αποστολιδης,υφυπουργος εθνικης αμυνας,24/10/2001,07/07/2003,male
λουκας παπαδημος,πρωθυπουργος,11/11/2011,16/05/2012,male
λουκια-ταρσιτσα κατσελη,υπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/10/2009,07/09/2010,female
λουκια-ταρσιτσα κατσελη,υπουργος εργασιας και κοινωνικης ασφαλισης,07/09/2010,17/06/2011,female
λυδια κονιορδου,υπουργος πολιτισμου και αθλητισμου,05/11/2016,29/08/2018,female
μανουσος-κωνσταντινος βολουδακης,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,21/06/2012,25/06/2013,male
μαξιμος χαρακοπουλος,αναπληρωτης υπουργος αγροτικης αναπτυξης και τροφιμων,21/06/2012,31/03/2014,male
μαργαριτης τζιμας,υπουργος μακεδονιας-θρακης,19/09/2007,07/01/2009,male
μαρια αρσενη,υφυπουργος προεδριας της κυβερνησης,22/11/1993,15/09/1995,female
μαρια αρσενη,υφυπουργος εθνικης παιδειας και θρησκευματων,15/09/1995,22/01/1996,female
μαρια κολλια-τσαρουχα,υφυπουργος εσωτερικων και διοικητικης ανασυγκροτησης,27/01/2015,27/08/2015,female
μαρια κολλια-τσαρουχα,υφυπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,female
μαρια κολλια-τσαρουχα,υφυπουργος εθνικης αμυνας,29/08/2018,15/01/2019,female
μαρια κολλια-τσαρουχα,υφυπουργος εσωτερικων,05/11/2016,29/08/2018,female
μαρια-ελιζα ξενογιαννακοπουλου,αναπληρωτης υπουργος εξωτερικων,07/09/2010,11/11/2011,female
μαρια-ελιζα ξενογιαννακοπουλου,υπουργος υγειας και κοινωνικης αλληλεγγυης,07/10/2009,07/09/2010,female
μαρια-ελιζα ξενογιαννακοπουλου,αναπληρωτης υπουργος εξωτερικων,11/11/2011,14/02/2012,female
μαρια-ελιζα ξενογιαννακοπουλου,υπουργος διοικητικης ανασυγκροτησης,29/08/2018,09/07/2019,female
μαριεττας γιαννακος,υπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,11/04/1990,08/08/1991,male
μαριεττας γιαννακος,υπουργος εθνικης παιδειας και θρησκευματων,10/03/2004,19/09/2007,male
μαρινα λαμπρακη-πλακα,αναπληρωτης υπουργος πολιτισμου παιδειας και θρησκευματων,28/08/2015,21/09/2015,female
